product_id,quantity_on_hand,snapshot_date
E484126-000,36,2024-07-01
E482920-000,46,2024-07-01
E482979-000,,2024-07-01
E458462-000,44,2024-07-01
E484249-000,57,2024-07-01
E461420-000,30,2024-07-01
E482873-000,40,2024-07-01
E481647-000,23,2024-07-01
E479404-000,46,2024-07-01
E483758-000,18,2024-07-01
E484029-000,42,2024-07-01
E482788-000,14,2024-07-01
E485008-001,27,2024-07-01
E480327-000,19,2024-07-01
E484186-000,44,2024-07-01
E475647-000,35,2024-07-01
E484798-001,20,2024-07-01
E481646-000,25,2024-07-01
E481004-000,20,2024-07-01
E485473-000,29,2024-07-01
E484244-000,30,2024-07-01
E485675-000,15,2024-07-01
E455942-000,16,2024-07-01
E482466-000,35,2024-07-01
E483002-000,24,2024-07-01
E479208-000,37,2024-07-01
E481641-000,37,2024-07-01
E476853-000,45,2024-07-01
INVALID-E484403-000,57,2024-07-01
E470182-000,26,2024-07-01
E483960-000,15,2024-07-01
E484398-000,54,2024-07-01
E481649-000,38,2024-07-01
E482483-000,56,2024-07-01
E485269-000,36,2024-07-01
E473470-000,19,2024-07-01
E484854-000,38,2024-07-01
E486332-000,49,2024-07-01
E485131-000,16,2024-07-01
E476854-000,22,2024-07-01
E479229-000,26,2024-07-01
E484399-000,25,2024-07-01
E483908-000,44,2024-07-01
E480302-000,40,2024-07-01
E485574-000,16,2024-07-01
E483877-000,36,2024-07-01
E483727-000,46,2024-07-01
E482216-000,19,2024-07-01
E483870-000,48,2024-07-01
E484245-000,38,2024-07-01
E484783-000,21,2024-07-01
E482883-000,38,2024-07-01
E487589-000,44,2024-07-01
E485684-000,43,2024-07-01
E484932-000,56,2024-07-01
E479382-000,24,2024-07-01
E482825-000,46,2024-07-01
E483881-000,41,2024-07-01
E481636-000,44,2024-07-01
E484080-000,34,2024-07-01
E485557-000,39,2024-07-01
E469871-000,36,2024-07-01
E484246-000,48,2024-07-01
E483807-000,38,2024-07-01
E481616-000,23,2024-07-01
E482969-000,22,2024-07-01
E484402-000,28,2024-07-01
E475346-000,32,2024-07-01
E480159-000,55,2024-07-01
E485744-000,34,2024-07-01
E483548-000,29,2024-07-01
E483810-000,17,2024-07-01
E483819-000,27,2024-07-01
E484339-000,38,2024-07-01
E484662-000,35,2024-07-01
E484167-000,26,2024-07-01
E450260-000,,2024-07-01
E483762-000,30,2024-07-01
E478003-000,30,2024-07-01
E475380-000,55,2024-07-01
E483829-000,26,2024-07-01
E479134-000,53,2024-07-01
E485652-000,36,2024-07-01
E481648-000,,2024-07-01
E482454-000,45,2024-07-01
E484787-000,46,2024-07-01
E484928-000,39,2024-07-01
E473471-000,26,2024-07-01
E479403-000,,2024-07-01
E486325-000,12,2024-07-01
E481623-000,49,2024-07-01
INVALID-E479299-000,50,2024-07-01
E483757-000,35,2024-07-01
E483899-000,21,2024-07-01
E485584-001,34,2024-07-01
E484127-000,,2024-07-01
E487640-000,20,2024-07-01
E481637-000,19,2024-07-01
E484154-000,20,2024-07-01
E481640-000,54,2024-07-01
E450259-000,52,2024-07-01
E452298-000,23,2024-07-01
E484032-000,45,2024-07-01
E484905-000,52,2024-07-01
E484003-000,31,2024-07-01
E479620-000,41,2024-07-01
E482498-000,18,2024-07-01
E481639-000,41,2024-07-01
E463729-000,17,2024-07-01
E483001-000,13,2024-07-01
E481358-000,22,2024-07-01
E478123-000,22,2024-07-01
E484935-000,23,2024-07-01
E481731-000,53,2024-07-01
E456588-000,19,2024-07-01
E484605-000,39,2024-07-01
E484184-000,30,2024-07-01
E485750-000,54,2024-07-01
E463730-000,30,2024-07-01
E470008-000,38,2024-07-01
E484604-000,,2024-07-01
E483910-000,54,2024-07-01
E483822-000,54,2024-07-01
E479071-000,27,2024-07-01
E484934-000,17,2024-07-01
E483832-000,30,2024-07-01
E483999-000,30,2024-07-01
E484209-000,40,2024-07-01
E479073-000,,2024-07-01
E484850-002,44,2024-07-01
E484191-000,14,2024-07-01
E485653-000,35,2024-07-01
E482479-000,21,2024-07-01
E481638-000,24,2024-07-01
E478270-000,34,2024-07-01
E483293-000,40,2024-07-01
E481660-000,14,2024-07-01
INVALID-E483959-000,31,2024-07-01
E484147-000,24,2024-07-01
E475344-000,45,2024-07-01
E479298-000,41,2024-07-01
E483009-000,43,2024-07-01
E484075-000,31,2024-07-01
E479292-000,31,2024-07-01
E482869-000,20,2024-07-01
E487393-000,55,2024-07-01
E448034-000,46,2024-07-01
E484813-000,47,2024-07-01
E484705-000,30,2024-07-01
E475053-000,47,2024-07-01
E483562-000,39,2024-07-01
E484038-000,44,2024-07-01
E450251-000,23,2024-07-01
E482790-000,51,2024-07-01
E481733-000,22,2024-07-01
E482286-000,,2024-07-01
E483036-000,18,2024-07-01
E453754-000,20,2024-07-01
E477837-000,48,2024-07-01
E483836-000,27,2024-07-01
E447780-000,23,2024-07-01
E484330-000,37,2024-07-01
E473533-000,34,2024-07-01
E468671-000,24,2024-07-01
E478009-000,32,2024-07-01
E455476-000,36,2024-07-01
E479293-000,52,2024-07-01
E483285-000,23,2024-07-01
E480740-000,37,2024-07-01
E482279-000,40,2024-07-01
E482870-000,19,2024-07-01
E485738-000,39,2024-07-01
E479402-000,52,2024-07-01
E484084-000,45,2024-07-01
E484034-000,37,2024-07-01
E456592-000,45,2024-07-01
E482933-000,21,2024-07-01
E485737-000,35,2024-07-01
E488694-000,48,2024-07-01
E482880-000,43,2024-07-01
E485593-000,22,2024-07-01
E483041-000,37,2024-07-01
E484875-000,15,2024-07-01
E485993-000,29,2024-07-01
E473297-000,15,2024-07-01
E477345-000,45,2024-07-01
E485994-000,40,2024-07-01
E484033-000,37,2024-07-01
E483835-000,52,2024-07-01
E489591-000,30,2024-07-01
E462336-000,53,2024-07-01
E488719-000,20,2024-07-01
INVALID-E488391-000,19,2024-07-01
E484089-000,47,2024-07-01
E477153-000,28,2024-07-01
E484037-000,42,2024-07-01
E485693-000,35,2024-07-01
E484093-000,28,2024-07-01
E475598-000,55,2024-07-01
E484706-000,16,2024-07-01
E473535-000,25,2024-07-01
E484430-000,28,2024-07-01
E485679-000,30,2024-07-01
E484247-000,31,2024-07-01
E478277-000,,2024-07-01
E483065-000,24,2024-07-01
E484026-000,56,2024-07-01
E486328-000,23,2024-07-01
E484811-000,32,2024-07-01
E483037-000,44,2024-07-01
E483042-000,,2024-07-01
E482815-000,32,2024-07-01
E477177-000,53,2024-07-01
E482281-000,14,2024-07-01
E483831-000,48,2024-07-01
E484610-000,55,2024-07-01
E484855-000,34,2024-07-01
E484136-000,21,2024-07-01
E483764-000,36,2024-07-01
E480739-000,31,2024-07-01
E484150-000,,2024-07-01
E482887-000,38,2024-07-01
E463820-000,13,2024-07-01
E455471-000,51,2024-07-01
E484053-000,45,2024-07-01
E478007-000,51,2024-07-01
E486964-000,22,2024-07-01
E484204-000,40,2024-07-01
E467483-000,24,2024-07-01
E482874-000,49,2024-07-01
E483834-000,39,2024-07-01
E484152-000,44,2024-07-01
E477704-000,39,2024-07-01
E469765-000,54,2024-07-01
E479223-000,49,2024-07-01
E479672-000,36,2024-07-01
E465734-000,33,2024-07-01
E465735-000,40,2024-07-01
E485272-000,63,2024-07-01
E471601-000,51,2024-07-01
E483050-000,62,2024-07-01
E481663-000,56,2024-07-01
E481630-000,59,2024-07-01
INVALID-E481610-000,30,2024-07-01
E484085-000,43,2024-07-01
E481629-000,51,2024-07-01
E485677-000,33,2024-07-01
E484166-000,80,2024-07-01
E486322-000,56,2024-07-01
E470077-000,52,2024-07-01
E450543-000,30,2024-07-01
E481442-000,54,2024-07-01
E481441-000,54,2024-07-01
E478346-000,33,2024-07-01
E478345-000,69,2024-07-01
E486090-001,73,2024-07-01
E483021-001,40,2024-07-01
E485184-001,36,2024-07-01
E481862-001,63,2024-07-01
E467379-000,44,2024-07-01
E481830-001,75,2024-07-01
INVALID-E481772-001,60,2024-07-01
E481748-001,32,2024-07-01
E481745-001,75,2024-07-01
E478421-000,66,2024-07-01
E467376-000,77,2024-07-01
E464515-000,73,2024-07-01
E481764-001,44,2024-07-01
E479597-000,77,2024-07-01
E483129-000,70,2024-07-01
E483127-000,,2024-07-01
E485616-000,48,2024-07-01
E481796-000,53,2024-07-01
E481792-000,55,2024-07-01
E485322-000,72,2024-07-01
INVALID-E481790-000,70,2024-07-01
E481788-000,46,2024-07-01
E481787-000,79,2024-07-01
E481786-000,58,2024-07-01
E481887-000,45,2024-07-01
E481886-000,65,2024-07-01
E481885-000,32,2024-07-01
E469617-000,39,2024-07-01
E481780-000,43,2024-07-01
E482045-000,74,2024-07-01
E481797-000,61,2024-07-01
E481794-000,41,2024-07-01
E484993-000,52,2024-07-01
E487999-000,66,2024-07-01
E481808-000,59,2024-07-01
E481807-000,46,2024-07-01
E481805-000,79,2024-07-01
E485144-001,44,2024-07-01
E481782-000,80,2024-07-01
E481801-000,43,2024-07-01
E481800-000,54,2024-07-01
E488649-000,35,2024-07-01
E484161-000,76,2024-07-01
E481810-000,58,2024-07-01
E482558-000,16,2024-08-01
E456710-000,64,2024-08-01
E456675-000,198,2024-08-01
E478657-000,128,2024-08-01
E485682-000,128,2024-08-01
E465707-000,90,2024-08-01
E482006-000,141,2024-08-01
INVALID-E482181-000,106,2024-08-01
E481951-000,32,2024-08-01
E482148-000,135,2024-08-01
E473945-000,48,2024-08-01
E483717-000,156,2024-08-01
INVALID-E482015-000,45,2024-08-01
E457912-000,74,2024-08-01
E464310-000,82,2024-08-01
E456261-000,94,2024-08-01
E473944-000,162,2024-08-01
E481036-000,112,2024-08-01
E485327-000,87,2024-08-01
E481994-000,56,2024-08-01
E480785-000,40,2024-08-01
E483416-000,84,2024-08-01
E485687-000,121,2024-08-01
E482984-000,57,2024-08-01
E474244-000,116,2024-08-01
E482510-000,118,2024-08-01
E482514-000,18,2024-08-01
E454312-000,38,2024-08-01
E457517-000,164,2024-08-01
E487772-000,131,2024-08-01
E480054-000,42,2024-08-01
E474592-000,167,2024-08-01
E454315-000,96,2024-08-01
E465755-000,120,2024-08-01
E454311-000,124,2024-08-01
E483281-000,82,2024-08-01
E482155-000,61,2024-08-01
E483412-000,102,2024-08-01
E474832-000,121,2024-08-01
E487905-000,115,2024-08-01
E474008-000,46,2024-08-01
E483426-000,123,2024-08-01
E439341-000,157,2024-08-01
E482701-000,13,2024-08-01
E478965-000,176,2024-08-01
E482697-000,163,2024-08-01
E481965-000,,2024-08-01
E469996-000,28,2024-08-01
E474698-000,163,2024-08-01
E482602-000,183,2024-08-01
E481091-000,,2024-08-01
E465193-000,121,2024-08-01
E460431-000,143,2024-08-01
E482604-000,108,2024-08-01
E484508-000,98,2024-08-01
E485004-000,115,2024-08-01
E471968-000,115,2024-08-01
E485006-000,112,2024-08-01
E481978-000,96,2024-08-01
E452029-000,93,2024-08-01
E464384-000,89,2024-08-01
E480902-000,150,2024-08-01
E462220-000,22,2024-08-01
E485173-000,142,2024-08-01
E482732-000,126,2024-08-01
E476968-000,118,2024-08-01
E471972-000,46,2024-08-01
E482611-000,113,2024-08-01
E482638-000,35,2024-08-01
E484406-000,96,2024-08-01
E477074-000,64,2024-08-01
E464284-000,114,2024-08-01
E482633-000,144,2024-08-01
E474213-000,47,2024-08-01
E480893-000,37,2024-08-01
E471951-000,21,2024-08-01
E465185-000,133,2024-08-01
E481966-000,146,2024-08-01
E487505-000,82,2024-08-01
E485200-000,20,2024-08-01
E470960-000,184,2024-08-01
E479547-000,185,2024-08-01
E485007-000,39,2024-08-01
E471947-000,151,2024-08-01
E478610-000,104,2024-08-01
E479502-000,174,2024-08-01
E480908-000,23,2024-08-01
E457288-000,152,2024-08-01
E480704-000,13,2024-08-01
E485003-000,149,2024-08-01
E441897-000,97,2024-08-01
E467421-000,103,2024-08-01
E480280-000,181,2024-08-01
E467322-000,200,2024-08-01
E482683-000,177,2024-08-01
E482606-000,132,2024-08-01
E485171-000,,2024-08-01
E471955-000,95,2024-08-01
E462216-000,136,2024-08-01
E481983-000,21,2024-08-01
E480911-000,15,2024-08-01
E457267-000,127,2024-08-01
E479503-000,136,2024-08-01
E465163-000,,2024-08-01
E482620-000,163,2024-08-01
E485005-000,26,2024-08-01
E485300-000,92,2024-08-01
INVALID-E482699-000,51,2024-08-01
E484792-000,32,2024-08-01
E482693-000,97,2024-08-01
E485002-000,38,2024-08-01
E482000-000,81,2024-08-01
E487650-000,182,2024-08-01
E462233-000,29,2024-08-01
E477076-000,66,2024-08-01
INVALID-E481980-000,85,2024-08-01
E471954-000,34,2024-08-01
E482303-000,82,2024-08-01
E475367-000,31,2024-08-01
E482982-000,92,2024-08-01
E484091-000,123,2024-08-01
E483755-000,153,2024-08-01
E478628-000,180,2024-08-01
E484603-000,19,2024-08-01
E469742-000,49,2024-08-01
E461013-000,152,2024-08-01
E478637-000,161,2024-08-01
E479194-000,,2024-08-01
E478652-000,187,2024-08-01
E483568-000,51,2024-08-01
E478634-000,119,2024-08-01
E485558-000,116,2024-08-01
E469836-000,157,2024-08-01
E482652-000,87,2024-08-01
INVALID-E484088-000,172,2024-08-01
E482662-000,47,2024-08-01
E482010-000,17,2024-08-01
E485711-000,37,2024-08-01
E484958-000,203,2024-08-01
E485031-000,149,2024-08-01
E483510-000,106,2024-08-01
E482330-000,169,2024-08-01
E481081-000,150,2024-08-01
E479538-000,51,2024-08-01
E480845-000,95,2024-08-01
E487669-000,14,2024-08-01
E483408-000,140,2024-08-01
E479467-000,23,2024-08-01
E484228-000,38,2024-08-01
E483340-000,,2024-08-01
E465189-000,115,2024-08-01
E484920-000,130,2024-08-01
E483327-000,150,2024-08-01
INVALID-E482659-000,149,2024-08-01
E483295-000,53,2024-08-01
E465112-000,23,2024-08-01
E484897-000,73,2024-08-01
E482716-000,100,2024-08-01
E483395-000,69,2024-08-01
E428755-000,12,2024-08-01
E484939-000,35,2024-08-01
E485610-000,62,2024-08-01
E473985-000,82,2024-08-01
E483407-000,79,2024-08-01
E480966-000,47,2024-08-01
E479525-000,80,2024-08-01
E484830-000,76,2024-08-01
E480861-000,68,2024-08-01
E483523-000,74,2024-08-01
E485717-000,87,2024-08-01
E482197-000,59,2024-08-01
E487386-000,75,2024-08-01
E485332-000,90,2024-08-01
E483368-000,55,2024-08-01
E484217-000,68,2024-08-01
E480345-000,56,2024-08-01
E483376-000,44,2024-08-01
E483674-000,76,2024-08-01
E483711-000,85,2024-08-01
E485253-000,66,2024-08-01
E483436-000,78,2024-08-01
E485490-000,80,2024-08-01
E484768-000,52,2024-08-01
E486830-000,79,2024-08-01
E483666-000,55,2024-08-01
E483683-000,82,2024-08-01
E489414-000,70,2024-08-01
E486152-000,85,2024-08-01
E484505-000,74,2024-08-01
E482989-000,78,2024-08-01
E484065-000,83,2024-08-01
E474175-000,57,2024-08-01
E464390-000,57,2024-08-01
E483507-000,85,2024-08-01
E484721-000,76,2024-08-01
E482172-000,36,2024-08-01
E484208-000,43,2024-08-01
E427917-000,37,2024-08-01
E484457-000,65,2024-08-01
INVALID-E485739-000,55,2024-08-01
E482648-000,59,2024-08-01
E484824-000,50,2024-08-01
E484959-000,69,2024-08-01
E479488-000,34,2024-08-01
E482973-000,43,2024-08-01
E485575-000,53,2024-08-01
E481583-000,84,2024-08-01
E475376-000,65,2024-08-01
E465751-000,58,2024-08-01
E484079-000,,2024-08-01
E482646-000,41,2024-08-01
E483458-000,33,2024-08-01
E473968-000,79,2024-08-01
E465760-000,38,2024-08-01
E480411-000,100,2024-08-01
E482301-000,78,2024-08-01
E483409-000,52,2024-08-01
E483536-000,34,2024-08-01
E483521-000,44,2024-08-01
E481582-000,52,2024-08-01
E465187-000,75,2024-08-01
E485799-000,58,2024-08-01
E483396-000,82,2024-08-01
E477654-000,50,2024-08-01
INVALID-E482980-000,34,2024-08-01
E424873-000,74,2024-08-01
E480059-000,76,2024-08-01
E481224-000,69,2024-08-01
E475827-000,84,2024-08-01
E483996-000,38,2024-08-01
E484226-000,89,2024-08-01
E478212-000,87,2024-08-01
E462191-000,82,2024-08-01
E483913-000,72,2024-08-01
E485178-000,42,2024-08-01
E465203-000,26,2024-08-01
E473970-000,78,2024-08-01
E475378-000,74,2024-08-01
INVALID-E485025-000,91,2024-08-01
E487668-000,93,2024-08-01
E482978-000,,2024-08-01
E484931-000,73,2024-08-01
E484353-000,79,2024-08-01
E479487-000,34,2024-08-01
E480971-000,87,2024-08-01
E483428-000,48,2024-08-01
E458325-000,31,2024-08-01
E485251-000,54,2024-08-01
E484047-000,65,2024-08-01
E484846-000,71,2024-08-01
INVALID-E483430-000,83,2024-08-01
E484066-000,82,2024-08-01
E483576-000,48,2024-08-01
E439661-000,62,2024-08-01
E483461-000,43,2024-08-01
E487277-000,60,2024-08-01
E487962-000,66,2024-08-01
E483912-000,59,2024-08-01
E464392-000,47,2024-08-01
E488734-000,45,2024-08-01
E488254-000,49,2024-08-01
E457122-000,63,2024-08-01
E484492-000,85,2024-08-01
E486141-000,62,2024-08-01
E487568-000,94,2024-08-01
E488046-000,39,2024-08-01
E486157-000,36,2024-08-01
E476997-000,80,2024-08-01
E488735-000,76,2024-08-01
E487966-000,56,2024-08-01
E487574-000,35,2024-08-01
E485487-000,53,2024-08-01
E484485-000,49,2024-08-01
E457130-000,94,2024-08-01
E486162-000,91,2024-08-01
E487572-000,36,2024-08-01
E457129-000,52,2024-08-01
E485071-000,70,2024-08-01
E485347-000,69,2024-08-01
E488250-000,72,2024-08-01
E485077-000,74,2024-08-01
E484778-000,57,2024-08-01
E488257-000,89,2024-08-01
E457124-000,61,2024-08-01
E488733-000,54,2024-08-01
E487573-000,54,2024-08-01
E486149-000,66,2024-08-01
E484463-000,30,2024-08-01
E487992-000,42,2024-08-01
E487558-000,49,2024-08-01
E457857-000,77,2024-08-01
E487564-000,27,2024-08-01
E482773-000,78,2024-08-01
E487571-000,72,2024-08-01
E488256-000,68,2024-08-01
E487560-000,86,2024-08-01
E476355-000,23,2024-08-01
E484478-000,76,2024-08-01
E485467-000,89,2024-08-01
E484503-000,72,2024-08-01
E488262-000,,2024-08-01
E482971-000,47,2024-08-01
E480850-000,62,2024-08-01
E487922-000,31,2024-08-01
E485743-000,87,2024-08-01
E488260-000,95,2024-08-01
E487570-000,85,2024-08-01
E488928-000,93,2024-08-01
E485667-000,36,2024-08-01
E487566-000,84,2024-08-01
E480414-000,51,2024-08-01
E487807-000,47,2024-08-01
E488258-000,88,2024-08-01
E455388-000,52,2024-08-01
E485223-000,54,2024-08-01
E473791-000,93,2024-08-01
E466377-000,51,2024-08-01
E457126-000,59,2024-08-01
E481413-000,45,2024-08-01
E465491-000,70,2024-08-01
E485454-000,96,2024-08-01
E475547-000,45,2024-08-01
E472520-000,92,2024-08-01
E455365-000,70,2024-08-01
E482816-000,77,2024-08-01
E483890-000,61,2024-08-01
E468496-000,81,2024-08-01
E488197-000,63,2024-08-01
E480814-000,84,2024-08-01
E482085-000,62,2024-08-01
E483970-000,37,2024-08-01
E477868-000,,2024-08-01
E472519-000,61,2024-08-01
E488269-000,65,2024-08-01
E466168-000,91,2024-08-01
E484073-000,34,2024-08-01
E457118-000,30,2024-08-01
E485446-000,46,2024-08-01
E479182-000,92,2024-08-01
E433776-000,43,2024-08-01
E487908-000,28,2024-08-01
E449753-000,89,2024-08-01
E484929-001,,2024-08-01
E473177-000,48,2024-08-01
E484924-000,73,2024-08-01
E465761-000,43,2024-08-01
E459567-000,54,2024-08-01
E455533-000,71,2024-08-01
E483767-000,84,2024-08-01
E457111-000,32,2024-08-01
E484063-000,41,2024-08-01
E482965-000,77,2024-08-01
E482439-000,70,2024-08-01
E484853-000,91,2024-08-01
E482273-000,57,2024-08-01
E484287-000,37,2024-08-01
E484803-000,72,2024-08-01
E484717-000,43,2024-08-01
E483502-000,68,2024-08-01
E483339-000,31,2024-08-01
E478265-000,76,2024-08-01
E481633-001,56,2024-08-01
E479183-000,58,2024-08-01
E479575-000,89,2024-08-01
E480800-000,39,2024-08-01
E483732-000,41,2024-08-01
E480355-000,55,2024-08-01
E482655-000,83,2024-08-01
INVALID-E483512-000,66,2024-08-01
E481727-000,65,2024-08-01
E482274-000,94,2024-08-01
E480346-000,48,2024-08-01
E475763-000,49,2024-08-01
E483466-000,81,2024-08-01
E482259-000,83,2024-08-01
E483546-000,69,2024-08-01
E459568-000,82,2024-08-01
E485162-000,40,2024-08-01
E482299-000,74,2024-08-01
E483294-000,67,2024-08-01
E482951-000,53,2024-08-01
E477869-000,100,2024-08-01
E477653-000,80,2024-08-01
E488860-000,84,2024-08-01
E479184-000,25,2024-08-01
E467242-000,70,2024-08-01
E487538-000,53,2024-08-01
E483329-000,45,2024-08-01
E482942-000,55,2024-08-01
E482443-000,99,2024-08-01
E482937-000,58,2024-08-01
E481931-000,73,2024-08-01
E485455-000,67,2024-08-01
E487477-000,56,2024-08-01
E480343-000,41,2024-08-01
E466374-000,94,2024-08-01
E483924-000,81,2024-08-01
E472517-000,81,2024-08-01
E488270-000,54,2024-08-01
E484598-000,80,2024-08-01
E488123-000,48,2024-08-01
E473792-000,33,2024-08-01
E480841-000,47,2024-08-01
E474460-000,52,2024-08-01
E478139-000,47,2024-08-01
INVALID-E482268-000,40,2024-08-01
E485323-000,27,2024-08-01
E475761-000,23,2024-08-01
E484109-000,24,2024-08-01
E488307-000,42,2024-08-01
E473696-000,36,2024-08-01
E485772-000,23,2024-08-01
INVALID-E459564-000,49,2024-08-01
E480815-000,21,2024-08-01
E474529-000,33,2024-08-01
E484663-003,26,2024-08-01
E483903-000,16,2024-08-01
E484193-000,32,2024-08-01
E481430-001,33,2024-08-01
E459561-000,31,2024-08-01
E484203-000,50,2024-08-01
E483551-000,14,2024-08-01
E472601-000,26,2024-08-01
E483884-000,45,2024-08-01
E484086-000,47,2024-08-01
E484809-000,26,2024-08-01
E475770-000,35,2024-08-01
E481040-000,16,2024-08-01
E471808-000,31,2024-08-01
E484266-001,37,2024-08-01
E484938-000,19,2024-08-01
E472518-000,25,2024-08-01
E475377-000,52,2024-08-01
E483443-000,37,2024-08-01
E484001-000,36,2024-08-01
E482944-000,28,2024-08-01
E481411-000,38,2024-08-01
E485498-000,40,2024-08-01
E486048-000,28,2024-08-01
E471157-000,43,2024-08-01
E485724-000,18,2024-08-01
E470631-000,45,2024-08-01
E482758-000,30,2024-08-01
E470173-000,25,2024-08-01
E482983-000,43,2024-08-01
E457125-000,23,2024-08-01
E484022-000,20,2024-08-01
E482452-000,24,2024-08-01
E478307-000,51,2024-08-01
E485495-000,38,2024-08-01
E474481-000,33,2024-08-01
E475762-000,22,2024-08-01
E459569-000,41,2024-08-01
INVALID-E473319-000,38,2024-08-01
E485735-000,19,2024-08-01
E484276-000,38,2024-08-01
E484110-000,24,2024-08-01
E461415-000,26,2024-08-01
E475800-000,18,2024-08-01
E457575-000,46,2024-08-01
E481412-000,47,2024-08-01
E477181-000,49,2024-08-01
E484064-000,50,2024-08-01
E459562-000,48,2024-08-01
E461325-000,27,2024-08-01
E485714-000,56,2024-08-01
E483883-000,44,2024-08-01
E457117-000,47,2024-08-01
E476528-000,24,2024-08-01
E483508-000,23,2024-08-01
INVALID-E484256-000,37,2024-08-01
E485782-000,47,2024-08-01
E483972-000,48,2024-08-01
E485568-000,33,2024-08-01
E484023-000,32,2024-08-01
E488721-000,29,2024-08-01
E482328-000,13,2024-08-01
E484607-000,17,2024-08-01
E485564-000,48,2024-08-01
E485224-000,26,2024-08-01
E485612-000,25,2024-08-01
E485644-000,23,2024-08-01
E482306-000,11,2024-08-01
E484882-000,32,2024-08-01
E470187-000,31,2024-08-01
E451648-000,26,2024-08-01
E479751-000,29,2024-08-01
E484784-000,25,2024-08-01
E486837-000,54,2024-08-01
E457428-000,54,2024-08-01
E482823-000,,2024-08-01
E479407-000,18,2024-08-01
E483896-000,52,2024-08-01
E485208-000,17,2024-08-01
E482795-000,27,2024-08-01
E484913-000,54,2024-08-01
E482243-000,22,2024-08-01
E482245-000,13,2024-08-01
E485265-000,15,2024-08-01
E484849-000,24,2024-08-01
E484823-000,35,2024-08-01
E478557-000,51,2024-08-01
E484126-000,33,2024-08-01
E482920-000,44,2024-08-01
E482979-000,23,2024-08-01
E458462-000,43,2024-08-01
E484249-000,57,2024-08-01
E461420-000,29,2024-08-01
E482873-000,38,2024-08-01
E481647-000,22,2024-08-01
E479404-000,46,2024-08-01
INVALID-E483758-000,18,2024-08-01
E484029-000,40,2024-08-01
E482788-000,14,2024-08-01
E485008-001,24,2024-08-01
E480327-000,18,2024-08-01
E484186-000,41,2024-08-01
INVALID-E475647-000,34,2024-08-01
E484798-001,20,2024-08-01
E481646-000,23,2024-08-01
E481004-000,18,2024-08-01
E485473-000,28,2024-08-01
E484244-000,30,2024-08-01
E485675-000,15,2024-08-01
E455942-000,14,2024-08-01
E482466-000,34,2024-08-01
E483002-000,23,2024-08-01
E479208-000,35,2024-08-01
E481641-000,36,2024-08-01
E476853-000,44,2024-08-01
E484403-000,57,2024-08-01
E470182-000,24,2024-08-01
E483960-000,14,2024-08-01
E484398-000,54,2024-08-01
E481649-000,38,2024-08-01
E482483-000,56,2024-08-01
E485269-000,36,2024-08-01
E473470-000,19,2024-08-01
E484854-000,37,2024-08-01
E486332-000,48,2024-08-01
E485131-000,14,2024-08-01
E476854-000,21,2024-08-01
E479229-000,25,2024-08-01
E484399-000,25,2024-08-01
E483908-000,43,2024-08-01
E480302-000,40,2024-08-01
E485574-000,15,2024-08-01
E483877-000,36,2024-08-01
E483727-000,43,2024-08-01
E482216-000,19,2024-08-01
E483870-000,48,2024-08-01
E484245-000,38,2024-08-01
E484783-000,21,2024-08-01
E482883-000,38,2024-08-01
E487589-000,44,2024-08-01
E485684-000,42,2024-08-01
E484932-000,55,2024-08-01
E479382-000,22,2024-08-01
E482825-000,46,2024-08-01
E483881-000,41,2024-08-01
E481636-000,44,2024-08-01
E484080-000,34,2024-08-01
E485557-000,37,2024-08-01
E469871-000,35,2024-08-01
E484246-000,47,2024-08-01
E483807-000,38,2024-08-01
E481616-000,23,2024-08-01
E482969-000,20,2024-08-01
E484402-000,27,2024-08-01
E475346-000,32,2024-08-01
E480159-000,54,2024-08-01
E485744-000,34,2024-08-01
E483548-000,29,2024-08-01
E483810-000,15,2024-08-01
E483819-000,27,2024-08-01
E484339-000,38,2024-08-01
E484662-000,35,2024-08-01
E484167-000,26,2024-08-01
E450260-000,,2024-08-01
E483762-000,28,2024-08-01
E478003-000,30,2024-08-01
E475380-000,54,2024-08-01
E483829-000,26,2024-08-01
E479134-000,53,2024-08-01
E485652-000,36,2024-08-01
E481648-000,37,2024-08-01
E482454-000,45,2024-08-01
E484787-000,41,2024-08-01
E484928-000,39,2024-08-01
E473471-000,25,2024-08-01
E479403-000,16,2024-08-01
E486325-000,12,2024-08-01
E481623-000,48,2024-08-01
E479299-000,50,2024-08-01
E483757-000,34,2024-08-01
E483899-000,,2024-08-01
E485584-001,33,2024-08-01
E484127-000,13,2024-08-01
E487640-000,20,2024-08-01
E481637-000,18,2024-08-01
E484154-000,18,2024-08-01
E481640-000,54,2024-08-01
E450259-000,52,2024-08-01
E452298-000,22,2024-08-01
E484032-000,45,2024-08-01
E484905-000,50,2024-08-01
E484003-000,31,2024-08-01
E479620-000,41,2024-08-01
E482498-000,18,2024-08-01
E481639-000,41,2024-08-01
E463729-000,16,2024-08-01
E483001-000,13,2024-08-01
E481358-000,20,2024-08-01
E478123-000,21,2024-08-01
E484935-000,23,2024-08-01
E481731-000,53,2024-08-01
E456588-000,19,2024-08-01
E484605-000,37,2024-08-01
E484184-000,30,2024-08-01
E485750-000,51,2024-08-01
E463730-000,29,2024-08-01
E470008-000,37,2024-08-01
E484604-000,17,2024-08-01
E483910-000,53,2024-08-01
E483822-000,48,2024-08-01
E479071-000,23,2024-08-01
